Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2016,Oregon,Republican primary results,Primary,Candidate,False,Faye Stewart,Republican Party (United States),"57,399",17.78%
2016,Oregon,Republican primary results,Primary,Candidate,False,Dan Laschober,Republican Party (United States),"34,157",10.58%
2016,Oregon,Republican primary results,Primary,Total,False,,,"322,880",100.00%
2016,Oregon,Independent primary results,Primary,Winning,False,Steven Reynolds,Independent Party of Oregon,"10,497",40.80%
2016,Oregon,Independent primary results,Primary,Candidate,False,Marvin Sandnes,Independent Party of Oregon,"4,733",18.40%
2016,Oregon,Independent primary results,Primary,Total,False,,,"25,726",100.00%
2016,Pennsylvania,Republican primary results,Primary,Winning,True,Pat Toomey,Republican Party (United States),"1,342,941",100.00%
2016,Pennsylvania,Republican primary results,Primary,Total,False,,,"1,342,941",100.00%
2016,Pennsylvania,2016 United States Senate Democratic primary in Pennsylvania results,Primary,Winning,False,Katie McGinty,Democratic Party (United States),"669,774",42.50%
2016,Pennsylvania,2016 United States Senate Democratic primary in Pennsylvania results,Primary,Candidate,False,Joe Sestak,Democratic Party (United States),"513,221",32.57%
2016,Pennsylvania,2016 United States Senate Democratic primary in Pennsylvania results,Primary,Candidate,False,John Fetterman,Democratic Party (United States),"307,090",19.49%
2016,Pennsylvania,2016 United States Senate Democratic primary in Pennsylvania results,Primary,Candidate,False,Joseph Vodvarka,Democratic Party (United States),"85,837",5.45%
2016,Pennsylvania,2016 United States Senate Democratic primary in Pennsylvania results,Primary,Total,False,,,"1,575,922",100.00%
2016,Utah,Democratic primary results,Primary,Winning,False,Misty K. Snow,Democratic Party (United States),"28,928",59.40%
2016,Utah,Democratic primary results,Primary,Candidate,False,Jonathan Swinton,Democratic Party (United States),"19,774",40.60%
2016,Utah,Democratic primary results,Primary,Total,False,,,"48,702",100.00%
2016,Vermont,Democratic primary results,Primary,Winning,True,Patrick Leahy,Democratic Party (United States),"62,412",89.15%
2016,Vermont,Democratic primary results,Primary,Candidate,False,Cris Ericson,Democratic Party (United States),"7,595",10.85%
2016,Vermont,Democratic primary results,Primary,Total,False,,,"70,007",100.00%
2016,Washington,Blanket primary results,Primary,Winning,True,Patty Murray,Democratic Party (United States),"745,421",53.82%
2016,Washington,Blanket primary results,Primary,Winning,False,Chris Vance,Republican Party (United States),"381,004",27.51%
2016,Washington,Blanket primary results,Primary,Candidate,False,Eric John Makus,Republican Party (United States),"57,825",4.18%
2016,Washington,Blanket primary results,Primary,Candidate,False,Phil Cornell,Democratic Party (United States),"46,460",3.35%
2016,Washington,Blanket primary results,Primary,Candidate,False,Scott Nazarino,Republican Party (United States),"41,542",3.00%
2016,Washington,Blanket primary results,Primary,Candidate,False,Mike Luke,Libertarian Party (United States),"20,988",1.52%
2016,Washington,Blanket primary results,Primary,Candidate,False,Mohammad Said,Democratic Party (United States),"13,362",0.96%
2016,Washington,Blanket primary results,Primary,Candidate,False,Donna Rae Lands,Independent (United States),"11,472",0.83%
2016,Washington,Blanket primary results,Primary,Candidate,False,Ted Cummings,Independent (United States),"11,028",0.80%
2016,Washington,Blanket primary results,Primary,Candidate,False,Sam Wright,Independent (United States),"10,751",0.78%
2016,Washington,Blanket primary results,Primary,Candidate,False,Uncle Mover,Republican Party (United States),"8,569",0.62%
2016,Washington,Blanket primary results,Primary,Candidate,False,Jeremy Teuton,Independent (United States),"7,991",0.58%
2016,Washington,Blanket primary results,Primary,Candidate,False,Thor Amundson,Democratic Party (United States),"7,906",0.57%
2016,Washington,Blanket primary results,Primary,Candidate,False,Chuck Jackson,Independent (United States),"6,318",0.46%
2016,Washington,Blanket primary results,Primary,Candidate,False,Pano Churchill,Independent (United States),"5,150",0.37%
2016,Washington,Blanket primary results,Primary,Candidate,False,Zach Haller,Independent (United States),"5,092",0.37%
2016,Washington,Blanket primary results,Primary,Candidate,False,Alex Tsimerman,Independent (United States),"4,117",0.30%
2016,Washington,Blanket primary results,Primary,Total,False,,,"1,384,996",100.00%
2016,Wisconsin,Democratic primary results,Primary,Winning,False,Russ Feingold,Democratic Party (United States),"303,282",90.14%
2016,Wisconsin,Democratic primary results,Primary,Candidate,False,Scott Harbach,Democratic Party (United States),"33,185",9.86%
2016,Wisconsin,Democratic primary results,Primary,Total,False,,,"336,467",100.00%
